0,1,2
0.00011321063050291731,0.00013026966099215895,0.00014435866509774863
0.0004595613848445133,0.0004419686473843611,0.0002510941512513366
convnextv2_large_focal_fulldata_0,convnextv2_base_focal_fulldata_0,convnextv2_tiny_focal_fulldata_0
