0,1,2
0.9105882290531649,0.9081299626547856,0.9086738034278788
0.9067788083177357,0.9067246156462264,0.90456600514374
convnextv2_large_focal_fulldata_0,convnextv2_base_focal_fulldata_0,convnextv2_tiny_focal_fulldata_0
