0,1,2,3
0.8144618952184175,0.8193129048033032,0.817654338475838,0.8142650174310644
0.7759651426230605,0.7863481690949954,0.7841255624425105,0.7798207802200303
conic_l2,convnextv2_large_focal_fulldata_0,convnextv2_base_focal_fulldata_0,convnextv2_tiny_focal_fulldata_0
