0,1,2,3
0.0,0.0003538287941302387,0.00017164066602209701,0.00018719101860532907
0.0,0.0005272111424205304,0.0003417107504133488,0.0002126938858376355
convnextv2_large_focal_fulldata_0,convnextv2_large_focal_fulldata_0,convnextv2_large_focal_fulldata_0,convnextv2_large_focal_fulldata_0
