0,1,2
0.00018719101860532907,0.0001794396604269389,0.0005932182364868305
0.0002126938858376355,0.0006472569584414899,0.0007207462891432489
convnextv2_large_focal_fulldata_0,convnextv2_base_focal_fulldata_0,convnextv2_tiny_focal_fulldata_0
