0,1,2,3
0.8165789125178432,0.8185004250706838,0.8189727354534122,0.8193129048033032
0.781821486988084,0.7850731775363149,0.7856702899375756,0.7863481690949954
convnextv2_large_focal_fulldata_0,convnextv2_large_focal_fulldata_0,convnextv2_large_focal_fulldata_0,convnextv2_large_focal_fulldata_0
