tta,mpq,r2,TP,FP,FN,TN,F1_d,F1,balanced_acc,mcc,seg_hausdorff_(TP),seg_dice_(TP),seg_mcc_(TP),spearman,pearson,log_pearson
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0021704891627856333,0.019510032971094753,18.255564797588544,21.660622505631395,17.65303460691437,64.98303870573484,0.0050724343088034,0.0032793757282924,0.0017308103743709834,0.0035647666305575836,0.03594507823622218,0.002699634065097217,0.0037263570350493332,0.007006326235437634,0.0045465485920386664,0.013483095744608466
8,0.0021431110896207167,0.00861434376159765,16.12069313431483,21.330981421334656,16.193271143074288,63.76856131808997,0.003096749060488433,0.0035504558841515667,0.0019633284174104663,0.003938861594335783,0.013466022085584768,0.0013150519288292392,0.0019352631527037,0.004097763687958133,0.0035529488906950336,0.014679432919339068
16,0.002917656508495317,0.013270523860706767,16.663389203987936,18.134360420751435,16.519197186838387,51.99401364800354,,0.0038851086371456665,0.0018256711195287002,0.004227919607558184,0.03514836514875385,0.0024231838336581167,0.002579091577180417,0.005153233967015567,0.0039353775119488335,0.01839445755567923
